pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
140,1,control,2020-09-17 16:18:13.780322,2020-09-17 16:21:59.423623,2020-09-17 16:25:17.320791,6.6,0,College degree,No,37,Female,-,-,None,0,4,"[4, 6, 5, 6, 6, 4, 8, 4, 4, 5]","[44, 48, 27, -20, 36, 32, 12, 38, 50, 17]",284.0,28.4,"[44, 48, 25, -20, 36, 32, 12, 38, 50, 17]",0.4443,"[0.143, 0.571, 0.667, 0.571, 0.571, 0.333, 0.444, 0.143, 0.333, 0.667]","[3.0, 0, 0, 0, 0, 2.0, 0, 3.0, 2.0, 0]"
141,1,control,2020-09-17 15:54:37.09439,2020-09-17 15:56:56.549637,2020-09-17 15:59:56.181213,5.0,0,College degree,No,48,Male,-,-,"Thank you for the opportunity to fill out your survey, I enjoyed it.",10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-44, 18, -20, 48, 36, 40, 44, -34, 18, 12]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
142,1,control,2020-09-17 16:18:07.766554,2020-09-17 16:20:26.015721,2020-09-17 16:22:51.122525,4.6,0,College degree,Yes,25,Female,-,-,,0,4,"[6, 7, 6, 5, 5, 5, 5, 5, 5, 5]","[44, 29, 36, 47, 21, 23, 23, 41, 41, 41]",346.0,34.6,"[44, 29, 36, 43, 17, 15, 31, 37, 33, 37]",0.6311,"[0.571, 0.5, 0.571, 0.667, 0.667, 0.667, 0.667, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,1,control,2020-09-17 15:57:35.716523,2020-09-17 16:18:21.614523,2020-09-17 16:21:22.247128,8.4,0,College degree,No,34,Female,-,-,,0,4,"[1, 3, 3, 3, 3, 3, 3, 6, 6, 9]","[23, -27, 45, 45, 21, -27, 21, 26, 24, 39]",190.0,19.0,"[33, -17, 47, 37, 17, -25, 21, 26, 24, 39]",0.7792,"[0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.571, 0.571, 0.4]","[3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,1,control,2020-09-17 15:57:03.480837,2020-09-17 15:59:24.11705,2020-09-17 16:02:12.878442,5.0,0,College degree,No,28,Male,-,-,,0,4,"[9, 11, 6, 8, 8, 9, 12, 4, 7, 4]","[27, -49, 36, 50, 24, 37, 18, 38, 27, 44]",252.0,25.2,"[27, -49, 36, 50, 24, 37, 18, 38, 27, 44]",0.3365,"[0.4, 0.333, 0.25, 0.444, 0.444, 0.4, 0.308, 0.143, 0.5, 0.143]","[0, 0, 2.0, 0, 0, 0, 0, 3.0, 0, 3.0]"
145,1,control,2020-09-17 15:59:49.765342,2020-09-17 16:02:06.971321,2020-09-17 16:05:32.636838,5.5,0,High school graduate,No,21,Male,-,-,,0,4,"[6, 8, 8, 8, 6, 8, 6, 8, 7, 6]","[22, 16, 14, 10, 42, -30, 24, 34, 29, 26]",187.0,18.7,"[22, 16, 14, 10, 42, -30, 24, 34, 29, 26]",0.4191,"[0.111, 0.091, 0.444, 0.444, 0.571, 0.444, 0.571, 0.444, 0.5, 0.571]","[3.0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,1,control,2020-09-17 15:58:03.48136,2020-09-17 16:02:16.179558,2020-09-17 16:05:17.38461,5.1,0,College degree,No,38,female,-,-,,6,4,"[12, 6, 9, 12, 0, 0, 0, 0, 0, 0]","[-48, -2, -31, 30, 0, 0, 0, 0, 0, 0]",-51.0,-5.1,"[-48, 42, -23, 30, 40, 36, 32, 30, -36, -12]",0.1016,"[0.308, 0.0, 0.4, 0.308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4.0, 0, 0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
147,1,control,2020-09-17 16:00:10.07874,2020-09-17 16:02:42.914945,2020-09-17 16:05:26.276832,5.1,0,College degree,No,36,Female,-,-,,0,4,"[3, 3, 1, 3, 4, 6, 4, 2, 3, 7]","[47, -3, 47, 47, -28, 34, 48, 50, 43, -45]",240.0,24.0,"[39, 51, 37, 43, -32, 32, 44, 46, 35, -45]",0.3788,"[0.167, 0.4, 0.25, 0.4, 0.8, 0.571, 0.333, 0.2, 0.167, 0.5]","[3.0, 2.0, 3.0, 2.0, 0, 0, 2.0, 3.0, 3.0, 0]"
148,1,control,2020-09-17 15:59:34.28356,2020-09-17 16:03:38.399632,2020-09-17 16:06:51.884266,6.8,0,High school graduate,No,51,Male,-,-,,2,4,"[3, 0, 0, 12, 3, 2, 2, 2, 1, 2]","[-3, 0, 0, -48, 21, 22, -2, 22, 47, -2]",57.0,5.7,"[-57, -32, -20, -48, 29, 16, 30, 28, 43, -54]",0.3558,"[0.0, 0.0, 0.0, 0.308, 1.0, 0.5, 0.5, 0.5, 0.25, 0.5]","[4.0, 4.0, 4.0, 0, 0, 2.0, 2.0, 2.0, 3.0, 2.0]"
149,1,control,2020-09-17 16:00:44.95908,2020-09-17 16:03:52.294202,2020-09-17 16:06:27.280693,5.5,0,College degree,No,52,female,-,-,-,0,4,"[1, 1, 2, 2, 3, 1, 1, 1, 2, 2]","[-1, 23, 22, 2, 45, 23, 7, 47, 22, 46]",236.0,23.6,"[-49, 17, 10, 24, 33, 29, -39, 49, 10, 40]",0.2867,"[0.25, 0.25, 0.5, 0.2, 0.167, 0.25, 0.0, 0.25, 0.5, 0.5]","[3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0, 2.0, 2.0]"
150,1,control,2020-09-17 16:00:54.049056,2020-09-17 16:03:54.933835,2020-09-17 16:07:37.639279,6.5,0,College degree,No,38,Woman,-,-,,0,4,"[3, 4, 3, 2, 4, 5, 5, 4, 2, 3]","[21, 46, 25, 26, 42, -27, 41, 18, 26, 43]",261.0,26.1,"[21, 38, 21, 30, 38, -19, 33, 14, 30, 39]",0.3934,"[0.4, 0.8, 0.167, 0.2, 0.333, 0.667, 0.667, 0.333, 0.2, 0.167]","[2.0, 0, 3.0, 3.0, 2.0, 0, 0, 2.0, 3.0, 3.0]"
151,1,control,2020-09-17 15:59:59.922917,2020-09-17 16:04:38.426701,2020-09-17 16:08:02.096878,7.7,0,College degree,No,57,female,-,-,Very interesting game,0,4,"[10, 6, 5, 5, 5, 5, 8, 5, 7, 7]","[-58, 44, 41, 45, 47, 21, -46, 47, 41, 29]",211.0,21.1,"[-58, 44, 49, 37, 43, 17, -46, 39, 41, 29]",0.5714,"[0.364, 0.571, 0.667, 0.667, 0.667, 0.667, 0.444, 0.667, 0.5, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,1,control,2020-09-17 16:00:40.201497,2020-09-17 16:05:53.119364,2020-09-17 16:09:40.959016,8.5,0,High school graduate,No,35,Female,-,-,This was entertaining.,0,4,"[1, 1, 1, 1, 1, 2, 1, 2, 2, 2]","[47, 23, -1, -1, -1, 46, 47, 22, -2, -2]",178.0,17.8,"[53, 25, 41, -29, -49, 46, 57, 34, -40, 52]",0.35,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.5, 0.5, 0.5]","[3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
153,1,control,2020-09-17 16:01:25.671185,2020-09-17 16:05:55.394855,2020-09-17 16:09:56.944126,8.4,0,College degree,No,24,Male,-,-,,0,4,"[9, 5, 8, 5, 8, 10, 7, 8, 9, 5]","[45, 41, 28, 21, 16, -46, 29, -46, 45, 21]",154.0,15.4,"[45, 37, 28, 17, 16, -46, 29, -46, 45, 13]",0.4997,"[0.4, 0.667, 0.444, 0.667, 0.444, 0.364, 0.5, 0.444, 0.4, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,1,control,2020-09-17 16:01:46.532146,2020-09-17 16:06:04.082977,2020-09-17 16:09:12.192522,6.9,0,High school graduate,No,35,female,-,-,,0,4,"[2, 4, 2, 3, 3, 2, 1, 2, 2, 1]","[22, 24, 46, 21, 21, 46, 47, 46, 22, 47]",342.0,34.2,"[14, 20, 52, 15, 11, 44, 47, 46, 24, 45]",0.3533,"[0.2, 0.333, 0.2, 0.4, 0.4, 0.5, 0.25, 0.5, 0.5, 0.25]","[3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
155,1,control,2020-09-17 16:03:37.642587,2020-09-17 16:06:13.917406,2020-09-17 16:08:40.004603,4.9,0,College degree,No,31,male,-,-,-,0,4,"[3, 3, 6, 3, 6, 3, 8, 3, 5, 5]","[21, 21, 50, 45, 22, 45, -30, 45, 39, 39]",297.0,29.7,"[23, 13, 52, 39, 18, 51, -30, 43, 41, 35]",0.792,"[1.0, 1.0, 0.571, 1.0, 0.571, 1.0, 0.444, 1.0, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,1,control,2020-09-17 16:00:24.338013,2020-09-17 16:06:32.98676,2020-09-17 16:09:43.20181,9.2,0,College degree,No,54,female,-,-,that was fun!!!,6,4,"[0, 0, 0, 0, 0, 0, 3, 3, 3, 3]","[0, 0, 0, 0, 0, 0, -3, 41, 29, 49]",116.0,11.6,"[-24, 46, -22, -36, 42, -52, 37, 37, 33, 51]",0.0668,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.167, 0.167, 0.167, 0.167]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0]"
157,1,control,2020-09-17 16:04:11.377716,2020-09-17 16:06:48.243281,2020-09-17 16:10:04.408682,5.6,0,College degree,No,28,Male,-,-,,0,4,"[5, 4, 4, 3, 8, 4, 8, 9, 8, 12]","[15, 4, 24, 47, 40, 0, 52, 27, 42, -50]",201.0,20.1,"[13, 32, 28, 51, 40, -52, 52, 27, 40, -50]",0.3618,"[0.667, 0.333, 0.333, 0.4, 0.2, 0.333, 0.444, 0.4, 0.2, 0.308]","[0, 2.0, 2.0, 2.0, 2.0, 2.0, 0, 0, 2.0, 0]"
158,1,control,2020-09-17 16:06:09.138269,2020-09-17 16:09:33.852701,2020-09-17 16:13:24.119811,6.6,0,High school graduate,No,44,Female,-,-,,0,4,"[3, 1, 3, 1, 1, 4, 3, 2, 3, 2]","[21, 47, -27, 47, 47, -12, -27, 22, -27, 22]",113.0,11.3,"[17, 41, -25, 37, 35, -18, -17, 22, -31, 34]",0.6083,"[1.0, 0.25, 1.0, 0.25, 0.25, 0.333, 1.0, 0.5, 1.0, 0.5]","[0, 3.0, 0, 3.0, 3.0, 2.0, 0, 2.0, 0, 2.0]"
159,1,control,2020-09-17 16:07:04.040368,2020-09-17 16:11:06.130521,2020-09-17 16:13:37.482928,6.2,0,College degree,No,29,male,-,-,,0,4,"[4, 6, 4, 6, 3, 5, 8, 6, 5, 3]","[50, 14, 14, 12, 33, 25, 38, -28, 41, 31]",230.0,23.0,"[50, 14, 14, 12, 33, 25, 38, -28, 41, 31]",0.3349,"[0.143, 0.571, 0.143, 0.571, 0.167, 0.286, 0.444, 0.571, 0.286, 0.167]","[3.0, 0, 3.0, 0, 3.0, 2.0, 0, 0, 2.0, 3.0]"
160,1,control,2020-09-17 16:13:43.053511,2020-09-17 16:17:01.386458,2020-09-17 16:22:49.189899,8.7,0,College degree,No,30,Female,-,-,It was a little glitchy. Sometimes the monkey would move without me pressing anything or using the node inspector ,1,4,"[7, 0, 5, 7, 7, 4, 6, 4, 4, 1]","[25, 0, 15, 11, 21, 28, 42, 20, 22, 47]",231.0,23.1,"[25, -56, 19, 11, 17, 32, 48, 14, 14, 41]",0.4789,"[0.222, 0.0, 0.667, 0.5, 0.5, 0.8, 0.25, 0.8, 0.8, 0.25]","[2.0, 4.0, 0, 0, 0, 0, 2.0, 0, 0, 3.0]"
161,1,control,2020-09-17 16:16:12.028484,2020-09-17 16:19:23.20415,2020-09-17 16:21:54.143163,5.4,0,College degree,No,25,MALE,-,-,,0,4,"[6, 3, 3, 3, 3, 3, 3, 5, 3, 3]","[-58, 21, 21, 21, 21, 45, 45, 47, 21, 21]",205.0,20.5,"[-56, 15, 25, 15, 13, 35, 39, 49, 15, 13]",0.9238,"[0.571, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,1,control,2020-09-17 15:30:22.168824,2020-09-17 15:33:47.919948,2020-09-17 15:36:52.701383,6.3,0,High school graduate,Yes,34,male,-,-,,0,3,"[12, 5, 4, 9, 12, 9, 12, 9, 9, 5]","[30, 41, -2, 41, 8, 51, 18, 45, 39, 23]",294.0,29.4,"[30, 37, 14, 41, 8, 51, 18, 45, 39, 27]",0.4191,"[0.308, 0.667, 0.333, 0.4, 0.308, 0.4, 0.308, 0.4, 0.4, 0.667]","[0, 0, 2.0, 0, 0, 0, 0, 0, 0, 0]"
