pid,condition,structure,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
273,0,decreasing,flowchart,2020-09-28 22:34:58.866939,2020-09-28 22:42:31.635855,2020-09-28 22:46:45.110729,11.5,1,College degree,No,47,Female,Yes,Go with the best option from level 1.,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 21, 21, 21, 21, 45, 45, -27, 21, 21]",234.0,23.4,"[43, 17, 15, 21, 33, 47, 39, -31, 33, 19]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
274,0,decreasing,flowchart,2020-09-28 22:42:27.619911,2020-09-28 22:45:59.313132,2020-09-28 22:49:53.765948,7.2,1,College degree,No,27,Female,No because it seemed to say the same thing for every level.,The strategy was to always uncover all of the bubbles.,,1,4,"[3, 8, 11, 10, 7, 3, 0, 11, 12, 12]","[31, 28, 43, 34, 37, 33, 0, 11, 26, 36]",279.0,27.9,"[31, 28, 43, 32, 15, 33, 44, -41, 24, 36]",0.2402,"[0.167, 0.2, 0.333, 0.364, 0.222, 0.167, 0.0, 0.333, 0.308, 0.308]","[3.0, 2.0, 0, 0, 2.0, 3.0, 4.0, 0, 0, 0]"
275,0,decreasing,flowchart,2020-09-28 23:00:16.48555,2020-09-28 23:05:13.950119,2020-09-28 23:09:48.992757,9.2,1,College degree,No,36,male,I understood the strategy.,The strategy was to find the highest number in the root and follow that.,,0,4,"[4, 6, 9, 6, 9, 9, 12, 7, 12, 9]","[32, 30, 23, 42, 39, 39, 8, 35, -50, 39]",237.0,23.7,"[32, 30, 23, 42, 39, 39, 8, 35, -50, 39]",0.4001,"[0.143, 0.571, 0.4, 0.571, 0.4, 0.4, 0.308, 0.5, 0.308, 0.4]","[3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
276,0,decreasing,flowchart,2020-09-28 22:39:02.315511,2020-09-28 22:45:37.090498,2020-09-28 22:53:27.239001,14.0,1,College degree,No,55,Female,I think so,"Click on the green circles, follow those to get the monkey up the tree",,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[32, 36, 38, 42, 42, -34, 8, 10, 38, 48]",260.0,26.0,"[32, 36, 38, 42, 42, -34, 8, 10, 38, 48]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
277,0,decreasing,flowchart,2020-09-28 22:52:50.128344,2020-09-28 22:56:54.51098,2020-09-28 23:00:34.43094,7.6,1,College degree,Yes,25,Male,Yes.,Click on the first circles you can in the bottom row.,"Fun and interesting HIT, thanks!",0,4,"[4, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[20, 45, -51, 45, 45, 45, 21, 45, 45, 21]",281.0,28.1,"[18, 45, -59, 45, 39, 35, 17, 39, 43, 29]",0.98,"[0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
278,0,decreasing,flowchart,2020-09-28 22:53:29.184361,2020-09-28 22:59:50.358543,2020-09-28 23:03:27.66834,9.7,1,College degree,No,-,-,-,-,,0,4,"[12, 4, 3, 3, 3, 3, 3, 3, 3, 3]","[34, -28, 21, 21, 45, 45, 21, 45, 45, 45]",294.0,29.4,"[34, -26, 27, 13, 39, 45, 9, 35, 39, 51]",0.9108,"[0.308, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
279,0,decreasing,flowchart,2020-09-28 22:46:40.349063,2020-09-28 22:54:50.717494,2020-09-28 22:59:27.600609,12.1,1,High school graduate,No,32,Female,I believe I understood it,Click all of the first spots the monkey can go to every single time,,0,4,"[4, 4, 6, 10, 5, 6, 6, 6, 8, 6]","[44, 44, 14, -38, 37, 36, 20, 20, -46, -28]",103.0,10.3,"[44, 44, 14, -38, 37, 36, 20, 20, -46, -28]",0.4235,"[0.143, 0.143, 0.571, 0.364, 0.286, 0.571, 0.571, 0.571, 0.444, 0.571]","[3.0, 3.0, 0, 0, 2.0, 0, 0, 0, 0, 0]"
280,0,decreasing,flowchart,2020-09-28 22:46:47.965482,2020-09-28 22:53:12.726867,2020-09-28 22:58:29.030737,11.4,1,College degree,No,53,female,Yes,"If the base node is unobserved, you should click on it. Otherwise, you should not.",,0,4,"[3, 7, 5, 5, 5, 5, 7, 5, 5, 5]","[21, 21, 41, 23, 21, -27, 19, 45, 41, 41]",246.0,24.6,"[21, 25, 33, 27, 13, -19, 11, 41, 37, 37]",0.6669,"[1.0, 0.5, 0.667, 0.667, 0.667, 0.667, 0.5, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,0,decreasing,flowchart,2020-09-28 22:46:14.960741,2020-09-28 22:51:38.78445,2020-09-28 22:56:18.762308,8.8,1,College degree,No,23,female,Yes,The strategy was to unveil a path that be most likely to gain a higher outcome.,,0,4,"[3, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[21, 38, 36, 6, 6, 36, 24, -48, 6, 30]",155.0,15.5,"[27, 24, 36, 6, 6, 36, 24, -48, 6, 30]",0.3772,"[1.0, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,1,decreasing,actionfeedback,2020-09-28 22:16:01.285108,2020-09-28 22:29:10.109204,2020-09-28 22:34:03.705431,17.4,0,College degree,No,68,man,-,-,,0,4,"[8, 6, 7, 6, 6, 3, 6, 6, 6, 7]","[40, 12, 41, 16, 36, 45, 36, 44, 26, 29]",325.0,32.5,"[40, 12, 41, 16, 36, 51, 36, 44, 26, 29]",0.5870000000000001,"[0.444, 0.571, 0.5, 0.571, 0.571, 1.0, 0.571, 0.571, 0.571, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
283,1,decreasing,actionfeedback,2020-09-28 22:10:26.322179,2020-09-28 22:14:54.908581,2020-09-28 22:19:23.226305,8.7,0,High school graduate,Yes,23,female,-,-,-,0,4,"[3, 3, 12, 9, 7, 4, 4, 3, 2, 4]","[-11, 49, -60, 39, 19, 48, 24, 47, 46, 44]",245.0,24.5,"[-39, 41, -60, 39, 15, 40, 32, 43, 34, 46]",0.4542,"[0.167, 0.167, 0.308, 0.4, 0.5, 0.8, 0.8, 0.4, 0.2, 0.8]","[3.0, 3.0, 0, 0, 0, 0, 0, 2.0, 3.0, 0]"
284,1,decreasing,actionfeedback,2020-09-28 22:08:40.333164,2020-09-28 22:15:21.446466,2020-09-28 22:19:35.160278,10.6,0,College degree,Yes,23,male,-,-,,3,4,"[1, 1, 1, 2, 3, 3, 0, 0, 0, 2]","[23, 47, 23, 22, -27, -27, 0, 0, 0, 22]",83.0,8.3,"[17, 53, 17, 34, -37, -25, -14, 16, -38, 18]",0.375,"[0.25, 0.25, 0.25, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5]","[3.0, 3.0, 3.0, 2.0, 0, 0, 4.0, 4.0, 4.0, 2.0]"
285,1,decreasing,actionfeedback,2020-09-28 22:13:53.264034,2020-09-28 22:16:42.874041,2020-09-28 22:21:44.47077,7.7,0,College degree,Yes,25,Female,-,-,,4,4,"[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]","[0, 0, 0, 0, 45, 21, 45, 21, 45, 21]",198.0,19.8,"[58, -26, 30, -42, 51, 15, 37, 19, 45, 9]",0.6,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0, 0, 0, 0, 0, 0, 0]"
286,1,decreasing,actionfeedback,2020-09-28 22:10:45.610116,2020-09-28 22:17:21.075137,2020-09-28 22:21:55.227893,10.9,0,College degree,No,26,male,-,-,,0,4,"[2, 2, 1, 2, 2, 2, 1, 2, 3, 1]","[22, 46, 47, 46, 22, 46, 47, 22, 21, 47]",366.0,36.6,"[34, 36, 47, 46, -50, 52, 41, 16, 23, 45]",0.475,"[0.5, 0.5, 0.25, 0.5, 0.5, 0.5, 0.25, 0.5, 1.0, 0.25]","[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 0, 3.0]"
287,1,decreasing,actionfeedback,2020-09-28 22:12:50.873771,2020-09-28 22:18:00.605941,2020-09-28 22:22:15.659987,9.0,0,High school graduate,Yes,56,Male,-,-,,0,4,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 3]","[45, 49, 46, -3, 21, -3, -1, 21, 22, 1]",198.0,19.8,"[55, 45, 38, 27, 15, 51, 19, 39, 22, -39]",0.42,"[0.4, 0.4, 0.5, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
288,1,decreasing,actionfeedback,2020-09-28 22:13:54.111067,2020-09-28 22:19:15.217409,2020-09-28 22:23:16.463245,9.1,0,College degree,No,46,Male,-,-,Have a pleasant day.,0,4,"[5, 4, 3, 3, 3, 3, 8, 3, 5, 7]","[49, 42, 21, 45, -27, 45, -46, 43, 45, 29]",246.0,24.6,"[49, 42, 15, 43, -23, 39, -46, 39, 37, 29]",0.6207,"[0.286, 0.143, 1.0, 1.0, 1.0, 1.0, 0.444, 0.167, 0.667, 0.5]","[2.0, 3.0, 0, 0, 0, 0, 0, 3.0, 0, 0]"
289,1,decreasing,actionfeedback,2020-09-28 22:17:10.340594,2020-09-28 22:22:02.468979,2020-09-28 22:24:27.460804,7.0,0,College degree,No,36,female,-,-,,0,4,"[6, 6, 6, 6, 6, 6, 6, 6, 8, 6]","[38, 20, 36, 16, 42, 40, 48, 26, -46, 44]",264.0,26.4,"[38, 20, 36, 16, 42, 40, 48, 26, -46, 44]",0.5583,"[0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.444, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,1,decreasing,actionfeedback,2020-09-28 22:24:10.606761,2020-09-28 22:29:40.980065,2020-09-28 22:32:52.039594,8.3,0,College degree,No,42,female,-,-,no,0,4,"[12, 4, 12, 5, 5, 11, 10, 6, 6, 9]","[-60, 38, -34, 23, 23, 39, 16, 42, 20, 9]",116.0,11.6,"[-60, 38, -34, 15, 31, 37, 16, 42, 20, 9]",0.4332,"[0.308, 0.143, 0.308, 0.667, 0.667, 0.333, 0.364, 0.571, 0.571, 0.4]","[0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0]"
291,1,decreasing,actionfeedback,2020-09-28 22:16:02.973914,2020-09-28 22:22:03.79354,2020-09-28 22:26:00.216565,9.3,0,High school graduate,No,23,female,-,-,,0,4,"[4, 6, 10, 12, 6, 9, 9, 12, 10, 9]","[32, 40, -46, 30, 24, 9, 39, -40, -24, 39]",103.0,10.3,"[32, 40, -46, 30, 24, 9, 39, -40, -24, 39]",0.3829,"[0.143, 0.571, 0.364, 0.308, 0.571, 0.4, 0.4, 0.308, 0.364, 0.4]","[3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,1,decreasing,actionfeedback,2020-09-28 22:19:46.959689,2020-09-28 22:22:16.616742,2020-09-28 22:25:17.651777,5.4,0,College degree,No,25,Male,-,-,,0,4,"[1, 3, 3, 2, 3, 1, 1, 3, 2, 1]","[23, 21, 45, -2, 21, 47, 47, 21, -2, 47]",268.0,26.8,"[11, 25, 45, 34, 15, 41, 53, 27, 20, 37]",0.6,"[0.25, 1.0, 1.0, 0.5, 1.0, 0.25, 0.25, 1.0, 0.5, 0.25]","[3.0, 0, 0, 2.0, 0, 3.0, 3.0, 0, 2.0, 3.0]"
293,1,decreasing,actionfeedback,2020-09-28 22:14:34.607275,2020-09-28 22:22:29.949881,2020-09-28 22:29:20.05749,14.3,0,College degree,No,33,Female,-,-,That was fun!,0,4,"[12, 11, 10, 8, 11, 7, 8, 6, 11, 6]","[30, 9, 8, 18, 7, 43, 16, 42, -59, 38]",152.0,15.2,"[30, 9, 8, 18, 7, 43, 16, 42, -59, 38]",0.4201,"[0.308, 0.333, 0.364, 0.444, 0.333, 0.5, 0.444, 0.571, 0.333, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
294,1,decreasing,actionfeedback,2020-09-28 22:18:59.046378,2020-09-28 22:22:59.421539,2020-09-28 22:27:26.017508,8.1,0,College degree,No,34,Female,-,-,,0,4,"[9, 9, 9, 8, 8, 6, 6, 8, 8, 6]","[-3, -11, 1, 36, 28, 48, 36, -22, 10, 14]",137.0,13.7,"[45, 37, -23, 36, 28, 48, 36, -22, 10, 14]",0.3489,"[0.0, 0.0, 0.0, 0.444, 0.444, 0.571, 0.571, 0.444, 0.444, 0.571]","[4.0, 4.0, 4.0, 0, 0, 0, 0, 0, 0, 0]"
295,1,decreasing,actionfeedback,2020-09-28 22:21:56.366709,2020-09-28 22:26:05.723945,2020-09-28 22:31:17.801113,9.2,0,College degree,No,27,fuk,-,-,,0,4,"[8, 9, 12, 9, 10, 10, 12, 9, 10, 8]","[12, 29, 24, -29, 42, 32, 12, 19, -58, 12]",95.0,9.5,"[10, 29, 24, -31, 38, 32, 12, 23, -58, 12]",0.3796,"[0.444, 0.4, 0.308, 0.4, 0.364, 0.364, 0.308, 0.4, 0.364, 0.444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
296,1,decreasing,actionfeedback,2020-09-28 22:08:48.045404,2020-09-28 22:14:06.736729,2020-09-28 22:18:15.591787,9.2,0,College degree,No,39,male,-,-,,0,4,"[6, 5, 12, 3, 6, 6, 6, 5, 7, 3]","[30, 47, -34, 45, 22, 36, -50, 45, 19, 1]",161.0,16.1,"[30, 43, -34, 51, 6, 36, -54, 41, 11, -15]",0.5426,"[0.571, 0.667, 0.308, 1.0, 0.571, 0.571, 0.571, 0.667, 0.5, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0]"
297,1,decreasing,actionfeedback,2020-09-28 22:16:34.414723,2020-09-28 22:19:48.466945,2020-09-28 22:23:05.859795,6.4,0,College degree,No,24,Male,-,-,,0,4,"[12, 12, 12, 5, 5, 3, 5, 5, 6, 9]","[26, 14, 20, 23, 41, 21, 39, 17, 22, 39]",262.0,26.2,"[26, 14, 20, 31, 45, 33, 43, 13, 18, 39]",0.5563,"[0.308, 0.308, 0.308, 0.667, 0.667, 1.0, 0.667, 0.667, 0.571, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
298,1,decreasing,actionfeedback,2020-09-28 22:07:07.220766,2020-09-28 22:12:37.710205,2020-09-28 22:17:10.656162,9.8,0,High school graduate,No,34,male,-,-,"
No comments",0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[14, 36, 38, 42, 26, 24, 30, 36, 18, 38]",302.0,30.2,"[14, 36, 38, 42, 26, 24, 30, 36, 18, 38]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
299,1,decreasing,actionfeedback,2020-09-28 22:02:10.037215,2020-09-28 22:07:25.61005,2020-09-28 22:10:54.560467,7.9,0,College degree,No,24,Female,-,-,,0,4,"[4, 9, 5, 4, 4, 8, 6, 5, 6, 2]","[46, -45, 15, 44, 20, 38, 12, 15, 16, -2]",159.0,15.9,"[46, -45, 15, 44, 20, 38, 12, 13, 16, 22]",0.4249,"[0.143, 0.4, 0.667, 0.143, 0.143, 0.444, 0.571, 0.667, 0.571, 0.5]","[3.0, 0, 0, 3.0, 3.0, 0, 0, 0, 0, 2.0]"
300,1,decreasing,actionfeedback,2020-09-28 22:08:12.76162,2020-09-28 22:11:52.762936,2020-09-28 22:15:34.588085,6.9,0,High school graduate,No,37,Female,-,-,,0,4,"[6, 7, 8, 5, 5, 5, 3, 3, 3, 3]","[42, 15, 34, 39, 27, 23, 21, 45, 21, 45]",312.0,31.2,"[42, 15, 34, 37, 31, 21, 29, 35, 23, 41]",0.7238,"[0.571, 0.222, 0.444, 0.667, 0.667, 0.667, 1.0, 1.0, 1.0, 1.0]","[0, 2.0, 0, 0, 0, 0, 0, 0, 0, 0]"
301,1,decreasing,actionfeedback,2020-09-28 22:28:16.341521,2020-09-28 22:32:21.882831,2020-09-28 22:35:41.896235,7.1,0,High school graduate,No,54,Female,-,-,This was nerve wracking but fun! I wish I could find out how well I did compared to others in my age group.,0,4,"[1, 1, 3, 1, 1, 1, 3, 3, 3, 3]","[47, 47, -51, 47, 47, 47, 21, 21, 45, 45]",316.0,31.6,"[47, 45, -53, 53, 35, 41, 25, 9, 43, 43]",0.625,"[0.25, 0.25, 1.0, 0.25, 0.25, 0.25, 1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 0, 3.0, 3.0, 3.0, 0, 0, 0, 0]"
302,1,decreasing,actionfeedback,2020-09-29 00:18:15.747215,2020-09-29 00:24:01.332258,2020-09-29 00:29:12.144709,10.5,0,College degree,No,48,female,-,-,no,0,3,"[2, 3, 3, 2, 2, 3, 3, 2, 2, 2]","[46, 21, 21, -2, 46, 21, 21, -2, 46, 46]",264.0,26.4,"[40, 31, 27, -56, 40, 25, 13, -48, 38, 46]",0.7,"[0.5, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5]","[2.0, 0, 0, 2.0, 2.0, 0, 0, 2.0, 2.0, 2.0]"
303,1,decreasing,actionfeedback,2020-09-28 23:27:18.607421,2020-09-28 23:31:50.592878,2020-09-28 23:41:41.419716,14.0,0,College degree,No,56,Female,-,-,,9,3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",-1.0,-0.1,"[-54, -39, 48, -60, -54, 42, -54, 48, -32, 16]",0.025,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
304,1,decreasing,actionfeedback,2020-09-28 22:31:50.659785,2020-09-28 22:35:19.662702,2020-09-28 22:40:38.67996,8.6,0,College degree,No,29,Female,-,-,,0,3,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[30, 20, -48, -40, 38, 6, 12, 30, 30, -26]",52.0,5.2,"[30, 20, -48, -40, 36, 6, 12, 30, 30, -26]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
305,1,decreasing,actionfeedback,2020-09-28 22:30:01.7193,2020-09-28 22:33:11.196597,2020-09-28 22:35:30.381467,5.4,0,High school graduate,No,21,Non-binary,-,-,,0,3,"[8, 9, 8, 8, 3, 3, 5, 7, 5, 6]","[28, 9, -46, 50, 45, 21, 45, 45, 41, 48]",286.0,28.6,"[28, 9, -46, 50, 47, 15, 41, 41, 37, 48]",0.6137,"[0.444, 0.4, 0.444, 0.444, 1.0, 1.0, 0.667, 0.5, 0.667, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
306,1,decreasing,actionfeedback,2020-09-28 22:07:17.499245,2020-09-28 22:15:37.588709,2020-09-28 22:25:00.795207,17.3,0,High school graduate,No,52,Female,-,-,More than 20 minutes should have been allowed to complete the game.,4,3,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-1, 0, 0, 0, 23, 0, -1, 47, -1, 23]",90.0,9.0,"[-45, -48, 50, -26, 13, -46, -17, 37, -49, 21]",0.15,"[0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.25, 0.25]","[3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0]"
307,1,decreasing,actionfeedback,2020-09-28 22:02:00.867289,2020-09-28 22:05:00.289975,2020-09-28 22:08:29.832243,6.2,0,College degree,No,52,Male,-,-,No comments!,0,4,"[2, 1, 1, 3, 2, 2, 1, 2, 2, 1]","[22, 47, 23, 21, 22, 22, 47, 22, -2, 23]",247.0,24.7,"[14, 45, 17, 13, 28, 34, 45, 18, 30, 27]",0.45,"[0.5, 0.25, 0.25, 1.0, 0.5, 0.5, 0.25, 0.5, 0.5, 0.25]","[2.0, 3.0, 3.0, 0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
308,1,decreasing,actionfeedback,2020-09-28 22:01:40.761294,2020-09-28 22:05:20.430506,2020-09-28 22:15:48.956104,13.8,0,College degree,No,48,female,-,-,no,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-56, -60, -20, 30, 24, -48, 26, 54, -34, 30]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
309,1,decreasing,actionfeedback,2020-09-28 22:01:17.757238,2020-09-28 22:05:27.649704,2020-09-28 22:17:49.207906,16.4,0,High school graduate,Yes,23,male,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-42, -42, 28, -24, -24, 44, -52, -22, -48, -36]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
310,1,decreasing,actionfeedback,2020-09-28 22:04:20.323214,2020-09-28 22:07:31.886239,2020-09-28 22:14:40.842598,10.0,0,High school graduate,No,44,female,-,-,,7,4,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, 0, 0, 0, 0, 0]",-3.0,-0.3,"[23, 49, -19, 44, 24, -56, 14, 48, 42, -24]",0.075,"[0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
311,1,decreasing,actionfeedback,2020-09-28 22:04:43.16018,2020-09-28 22:07:40.881028,2020-09-28 22:11:26.200423,6.5,0,College degree,No,47,male,-,-,-,0,4,"[5, 8, 10, 8, 10, 9, 9, 6, 5, 5]","[7, 44, 32, 40, 14, 39, 33, 44, 23, 41]",317.0,31.7,"[-17, 40, 32, 40, 14, 39, 33, 44, 31, 49]",0.4077,"[0.0, 0.444, 0.364, 0.2, 0.364, 0.4, 0.4, 0.571, 0.667, 0.667]","[4.0, 0, 0, 2.0, 0, 0, 0, 0, 0, 0]"
312,1,decreasing,actionfeedback,2020-09-28 22:04:12.295039,2020-09-28 22:08:37.75784,2020-09-28 22:12:10.671943,7.6,0,College degree,No,41,Female,-,-,,0,4,"[9, 6, 8, 12, 12, 6, 7, 8, 7, 6]","[9, 36, 12, 14, 12, 36, 35, 12, 41, 20]",227.0,22.7,"[9, 36, 12, 14, 12, 36, 35, 12, 41, 20]",0.4617,"[0.4, 0.571, 0.444, 0.308, 0.308, 0.571, 0.5, 0.444, 0.5, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
313,1,decreasing,actionfeedback,2020-09-28 22:01:27.555111,2020-09-28 22:08:50.1917,2020-09-28 22:17:17.438058,15.5,0,High school graduate,No,32,Female,-,-,It was interesting. My strategy didn't work until the end.,9,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -2]",-2.0,-0.2,"[18, -38, -14, -50, 38, -24, 18, -30, 30, 28]",0.05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0]"
314,1,decreasing,actionfeedback,2020-09-28 22:05:12.927079,2020-09-28 22:09:24.746594,2020-09-28 22:14:13.289189,8.7,0,College degree,No,23,Female,-,-,,1,4,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0, 21, 21, 21, 45, 21, 45, 45, 45, 21]",285.0,28.5,"[-32, 17, 13, 23, 45, 19, 51, 39, 45, 13]",0.9,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
315,1,decreasing,actionfeedback,2020-09-28 22:07:19.393633,2020-09-28 22:11:21.439794,2020-09-28 22:14:02.934504,6.4,0,College degree,No,45,woman,-,-,,0,4,"[2, 2, 1, 2, 2, 1, 2, 1, 2, 2]","[-2, -2, 47, -2, 22, 23, 22, 47, 22, -2]",175.0,17.5,"[16, 22, 45, 30, 16, 23, 14, 39, 16, -48]",0.425,"[0.5, 0.5, 0.25, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, 0.5]","[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
316,1,decreasing,actionfeedback,2020-09-28 22:09:47.674964,2020-09-28 22:12:19.204169,2020-09-28 22:14:41.555848,4.8,0,College degree,No,34,Male,-,-,None,0,4,"[3, 3, 4, 4, 4, 3, 5, 4, 4, 4]","[45, 21, 28, 44, 48, 21, 23, 22, 42, 22]",316.0,31.6,"[51, 15, 24, 38, 44, 21, 27, 26, 38, 14]",0.8,"[1.0, 1.0, 0.8, 0.8, 0.8, 1.0, 0.667, 0.8, 0.333, 0.8]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0, 0]"
317,1,decreasing,actionfeedback,2020-09-28 22:31:28.571419,2020-09-28 22:33:47.824033,2020-09-28 22:36:25.712809,4.8,0,College degree,Yes,33,male,-,-,,0,4,"[4, 9, 3, 7, 3, 6, 1, 6, 8, 12]","[24, 33, 45, 51, 45, 12, 47, 16, 10, 12]",295.0,29.5,"[24, 33, 51, 51, 37, 12, 47, 16, 10, 12]",0.5187,"[0.143, 0.4, 1.0, 0.5, 1.0, 0.571, 0.25, 0.571, 0.444, 0.308]","[3.0, 0, 0, 0, 0, 0, 3.0, 0, 0, 0]"
318,1,decreasing,actionfeedback,2020-09-28 23:49:14.998553,2020-09-28 23:53:14.997645,2020-09-28 23:58:08.008275,8.6,0,College degree,No,23,Female,-,-,After doing this task I think the best way to make the money the most money is to check all the nodes of the first move and then check nodes at the second level of the 2 best paths.,0,4,"[6, 7, 5, 4, 5, 5, 5, 5, 4, 5]","[44, 39, 21, 0, 45, 17, 21, 17, 52, 39]",295.0,29.5,"[40, 43, 17, -52, 41, 25, 9, 13, 56, 43]",0.5739,"[0.571, 0.5, 0.667, 0.333, 0.667, 0.667, 0.667, 0.667, 0.333, 0.667]","[0, 0, 0, 2.0, 0, 0, 0, 0, 2.0, 0]"
